chembl_id,organism,pref_name,chembl_id,pchembl_value,canonical_smiles
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4089550,4.42,COc1cc2CCN(CC3CCN(Cc4cc(C)cc(\C=N\O)c4O)CC3)Cc2cc1OC
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL451635,4.04,O\N=C\c1cc[n+](COC[n+]2ccc(\C=N\O)cc2)cc1
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4064154,4.28,COc1cc2CCN(CC3CCN(Cc4cc(F)cc(\C=N\O)c4O)CC3)Cc2cc1OC
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4085722,4.29,COc1cc(CN2CCC(CN3CCc4cc(OC)c(OC)cc4C3)CC2)c(O)c(\C=N\O)c1
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4090498,4.21,C[n+]1c2ccccc2c(c3ccccc3)c4ccccc14.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4069472,4.38,Cc1ccc(cc1)c2c3ccccc3[n+](C)c4ccccc24.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4097249,4.44,C[n+]1c2ccccc2c(c3ccc(NC(=O)C(F)(F)F)cc3)c4ccccc14.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4070057,4.26,CC(=O)Nc1ccc(cc1)c2c3ccccc3[n+](C)c4ccccc24.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4078265,4.49,C[n+]1c2ccccc2c(c3ccc(F)cc3)c4ccccc14.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4088594,4.3,Cc1cc(cc(C)c1O)c2c3ccccc3[n+](C)c4ccccc24.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4071110,4.22,Cc1cc(cc(C)c1C)c2c3ccccc3[n+](C)c4ccccc24.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4070092,4.39,C[n+]1c2ccccc2c(c3cccs3)c4ccccc14.F[B-](F)(F)F
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL4063635,4.4,C[n+]1c2ccccc2c(N)c3ccccc13.F[B-](F)(F)F
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL555280,4.32,Cl.CC(C)(C)[C@H](O)[C@@H](CN)c1ccccc1
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL544633,4.45,Cl.CN(C)C[C@H]([C@@H](O)c1c(C)cc(C)cc1C)c2ccccc2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL332097,4.01,CNCC[C@H](Oc1ccc(O)c2ccccc12)c3cccs3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL201223,4.08,CN1C2CCC1C=C(C2)C3c4ccccc4c5ccccc35
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL426659,4.38,CN1C2CCC1CC(O)(C2)c3cccc(c3)c4ccccc4
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL200473,4.18,CN1C2CCC1CC(O)(C2)c3ccccc3c4ccccc4
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL199598,4.2,CN1C2CCC1CC(O)(C2)C3c4ccccc4c5ccc(Br)cc35
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL374492,4.05,C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)C(C)c2ccc(cc2)c3ccc(C[C@H](N)C(=O)O)cc3)C(=O)N4CCC[C@H]4C(=O)N[C@@H]([C@@H](C)OCc5ccccc5)C(=O)NCC(=O)O
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL388825,4.11,COc1ccc(cc1OC)[C@@H]2C3CCC(C[C@H]2c4ccc(C)cc4)N3C
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL388825,4.34,COc1ccc(cc1OC)[C@@H]2C3CCC(C[C@H]2c4ccc(C)cc4)N3C
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL434959,4.17,COC(=O)C1=C(CCCCC1)c2ccc3ccccc3c2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL396318,4.07,COC(=O)C1=C(CCCCC1)c2cccc(Cl)c2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL398009,4.08,COC(=O)C1=C(CCCCC1)c2ccc(Cl)cc2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL232068,4.09,COC(=O)C1=C(CCCC1)c2ccc3ccccc3c2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL396082,4.41,COC(=O)C1=C(CCC1)c2ccc3ccccc3c2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL103936,4.33,COC(=O)c1ccccc1c2ccc3ccccc3c2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL388255,4.44,COC(=O)[C@@H]1CN(C)CC[C@H]1c2ccccc2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL243204,4.45,COC(=O)[C@@H]1CN(C)CC[C@@H]1c2ccccc2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL397490,4.38,COC(=O)[C@@H]1CN(C)CC[C@@H]1c2ccc(Cl)c(Cl)c2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL232663,4.21,COC(=O)C1=C(CCCCC1)c2ccc(cc2)C(C)(C)C
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL234379,4.03,COC(=O)[C@@H]1CCCCC[C@@H]1c2ccc(cc2)C(C)(C)C
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL231684,4.29,COC(=O)[C@@H]1CCCCC[C@@H]1c2ccc(cc2)c3ccccc3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL249329,4.41,CN(C)CC1CC1c2cccc3c(cccc23)C#N
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL399147,4.17,CN(C)CC1CC1c2cccc3ccccc23
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL248825,4.21,Clc1ccc(cc1Cl)C2=C(CCC2)C(=O)OCc3occc3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL403571,4.38,Clc1ccc(cc1Cl)C2=C(CCC2)C(=O)OCc3cccs3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL403570,4.48,Cc1ccccc1OC(=O)C2=C(CCC2)c3ccc(Cl)c(Cl)c3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL401071,4.07,Clc1ccc(cc1Cl)C2=C(CCC2)C(=O)Oc3ccccc3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL402924,4.3,Clc1ccc(cc1Cl)C2=C(CCC2)C(=O)NC3CCC3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL442843,4.14,COc1ccc(F)cc1[C@H]2CC[C@H](CN)O2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL457967,4.24,COc1ccc(F)cc1C2CCC(CN)O2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL456017,4.31,COc1ccc(F)cc1[C@@H]2CC[C@H](CCN)O2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL463431,4.41,COc1ccc(cc1OC)C2=NN(CCCCCBr)C(=O)[C@@H]3CC=CC[C@H]23
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL498774,4.24,CCN(CCN1CCCCC1)CCc2ccccc2OC(F)(F)F
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL480988,4.41,COc1ccc(cc1OC)C2=NN(CCCCCBr)C(=O)C3CC=CCC23
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL512665,4.4,CCCCN(C1CCNCC1)S(=O)(=O)c2ccc3ccccc3c2
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL463431,4.41,COc1ccc(cc1OC)C2=NN(CCCCCBr)C(=O)[C@@H]3CC=CC[C@H]23
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL6467,4.46,CSc1ccc(CC(C)N)cc1
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL195437,4.21,CCCCCCCCc1ccc(O)cc1
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL195437,4.21,CCCCCCCCc1ccc(O)cc1
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL434063,4.39,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL434063,4.4,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4ccccn4
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL964,4.15,CCN(CC)C(=S)SSC(=S)N(CC)CC
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL964,4.16,CCN(CC)C(=S)SSC(=S)N(CC)CC
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL2391541,4.37,COc1ccc2[nH]cc(CCN(CC=C)CC=C)c2c1
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL3663906,4.38,CN1CC(c2ccccc2C1)c3c(C)onc3C
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL4067086,4.07,[O-][S+](CC1=NNC(=O)S1)C(c2ccccc2)c3ccccc3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL4103476,4.15,[O-][S+](Cc1onc(n1)C(F)(F)F)C(c2ccccc2)c3ccccc3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL4067474,4.24,[O-][S+](Cc1ccsc1)C(c2ccccc2)c3ccccc3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL4076722,4.17,[O-][S+](Cc1csc(Br)c1)C(c2ccccc2)c3ccccc3
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL4104150,4.17,[O-][S+](Cc1ccc(Cl)s1)C(c2ccccc2)c3ccccc3
CHEMBL223,Homo sapiens,Alpha-1d adrenergic receptor,CHEMBL74342,4.38,Brc1c(NC2=N[C@@H]3CCCC[C@@H]3N2)ccc4nccnc14
CHEMBL223,Homo sapiens,Alpha-1d adrenergic receptor,CHEMBL1201353,4.47,CN(C)CC[C@@H](c1ccc(Cl)cc1)c2ccccn2
CHEMBL223,Homo sapiens,Alpha-1d adrenergic receptor,CHEMBL3740042,4.09,Cc1ccccc1N2CCN(CCc3ccc(CN4C(=O)c5ccccc5C4=O)cc3)CC2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL347197,4.11,CC\N=C/1\CCc2c1n(C)c3ccccc23
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL158946,4.29,C\N=C/1\CCc2c1n(C)c3ccc(OC(=O)N(C)C)c(Br)c23
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL62743,4.38,CC(=O)N1N=C(CC1c2ccc(C)cc2)c3ccc(O)cc3O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL293004,4,COc1ccccc1C2CC(=NN2C(=O)C)c3ccc(O)cc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL63223,4.05,CC(=O)N1N=C(CC1c2ccccc2Cl)c3ccc(O)cc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL66639,4.4,CC(=O)N1N=C(CC1c2ccc(Cl)cc2)c3ccc(O)cc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL291647,4.08,COc1ccc(cc1)C2CC(=NN2C(=O)C)c3ccc(O)cc3O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL288122,4.12,[I-].C[N+]1=Cc2ccccc2CC1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL361891,4.38,Cn1cccc1C(=O)C(N)c2ccccc2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL364917,4.44,CC(N1CCCCC1)C(=O)c2cccn2C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL190268,4,Cn1cccc1C(=O)[C@@H](N2CCSCC2)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL188105,4.34,Cn1cccc1C(O)C(N2CCCCC2)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL86304,4,Clc1ccc(cc1)C(=O)NCCN2CCOCC2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL194732,4,CN1C(NC2C1N(C)C(=O)N(C)C2=O)\C=C\c3cccc(Cl)c3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL536057,4.15,Cl.NNCC(=C)c1ccccc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL553631,4.05,Cl.Cc1ccccc1C(=C)CNN
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL536059,4.09,Cl.NNCC(=C)c1ccc(F)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL158946,4.29,C\N=C/1\CCc2c1n(C)c3ccc(OC(=O)N(C)C)c(Br)c23
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL257368,4.19,Oc1cccc2c(CN3CCN(CC#C)CC3)ccnc12
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL255230,4.5,CCCN(C)C(=O)Oc1cc2[C@@H](CCc2cc1Cl)NCC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL255590,4.14,NCc1ccc2OCC3(CCN(CC3)C(=O)c4oc(cc4)C#Cc5ccccc5)c2c1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL469024,4.43,N[C@H]1C[C@@]1(F)c2ccccc2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL459523,4.15,CC1=CC(=O)Oc2c(C)c(O)ccc12
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL487071,4.13,CC1=CC(=O)Oc2c(C)c3oc4CCCc4c3cc12
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL488267,4.36,COc1cc(OCC(=O)C)cc2OC(=O)C=Cc12
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL488266,4.3,COc1c(O)ccc2C3=C(CCCC3)C(=O)Oc12
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL12208,4.09,CC1=CC(=O)Oc2cc(O)ccc12
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL471447,4.19,O=C(NC1CCCCC1)C2=Cc3ccc(OCc4ccccc4)cc3OC2=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL472218,4.2,O=C(Nc1ccccc1Cc2ccccc2)C3=Cc4ccc(OCc5ccccc5)cc4OC3=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL469571,4.21,Cc1cccc(Cl)c1NC(=O)C2=Cc3ccc(OCc4ccccc4)cc3OC2=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL484769,4.38,Cc1cccc(Cl)c1NC(=O)C2=Cc3ccc(OCc4ccc(F)cc4)cc3OC2=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL554514,4.42,CC(=O)N1N=C(CC1c2ccccc2C)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL564016,4.4,COc1ccc(C2=NN(C(C2)c3ccccc3C)C(=O)C)c(OC)c1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL539970,4.3,Cc1ccc(cc1)C2=NN(CC2)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL87333,4.21,Oc1ccc(\C=C/c2cc(O)cc(O)c2)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL551278,4.19,COc1ccc(cc1)C2=NN(C(C2)c3cccs3)C(=S)NC=C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL564763,4.06,COc1ccc(cc1OC)C2=NN(CC2)C(=O)C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL550409,4.04,COc1ccc(cc1)C2=NN(C(C2)c3cccs3)C(=S)Nc4ccccc4
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL16442,4.3,COc1ccc(cc1)C2=CC(=O)c3ccc(OC)cc3O2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL151,4.22,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL50,4.05,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL508817,4.32,NC(=S)N1N=C(CC1c2ccccc2)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL489743,4.48,Cc1ccc(cc1)C2CC(=NN2C(=S)N)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1080035,4.48,NC(=S)N1N=C(CC1c2ccc(Cl)cc2)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1080196,4.49,NC(=S)N1N=C(CC1c2occc2)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1080447,4.41,NC(=S)N1N=C(CC1c2ccc(Cl)cc2)c3ccc(Cl)cc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1080448,4.26,Cc1ccc(cc1)C2CC(=NN2C(=S)N)c3occc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1079383,4.48,NC(=S)N1N=C(CC1c2ccc[nH]2)c3cccs3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1081550,4.16,NC(=S)N1N=C(CC1c2occc2)c3ccc[nH]3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.2,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1222282,4.25,OC(=O)c1cccc(c1)\N=C\2/SC(=O)NC2=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1255021,4.5,COc1ccc(cc1)c2csc(NN=C3CCC(C)CC3)n2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1255021,4.51,COc1ccc(cc1)c2csc(NN=C3CCC(C)CC3)n2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1254623,4.03,[Cl-].Cc1cc2cc(NC(=O)c3ccc[n+](C)c3)ccc2[nH]1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1254551,4.12,Cc1cc2cc(NC(=O)c3cccc(c3)S(=O)(=O)O)ccc2[nH]1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1254623,4.4,[Cl-].Cc1cc2cc(NC(=O)c3ccc[n+](C)c3)ccc2[nH]1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1253264,4.29,CNC(=S)N1CCC(=N1)c2ccc(F)cc2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1253281,4.27,CNC(=S)N1CCC(=N1)c2cccc(C)c2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1253283,4.15,CNC(=S)N1CCC(=N1)c2cccc(OC)c2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1253333,4.31,CNC(=S)N1CC(C)C(=N1)c2ccc(OC)cc2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1253334,4.07,COc1ccc(cc1)C2=NN(CC2C)C(=S)N
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1253357,4.46,CNC(=S)N1CC(C)C(=N1)c2ccc(Cl)cc2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1257340,4.06,C(c1ccccc1)c2nc3ccccc3nc2N\N=C\c4ccc5OCOc5c4
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1257570,4.08,Clc1ccc(\C=N\Nc2nc3ccccc3nc2Cc4ccccc4)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1257571,4.06,Clc1ccccc1\C=N\Nc2nc3ccccc3nc2Cc4ccccc4
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1257692,4.1,COc1ccc(\C=N\Nc2nc3ccccc3nc2Cc4ccccc4)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1257815,4.05,C\C(=N/Nc1nc2ccccc2nc1Cc3ccccc3)\c4ccc(cc4)[N+](=O)[O-]
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1258275,4.32,Brc1cccc(\C=N\Nc2nc3ccccc3nc2Cc4ccccc4)c1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1258954,4.14,Clc1ccccc1c2nnc3c(Cc4ccccc4)nc5ccccc5n23
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1258955,4.07,COc1ccc(cc1OC)c2nnc3c(nc4ccccc4n23)C(=O)c5ccccc5
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1258500,4.07,COc1ccc(cc1)c2nnc3c(nc4ccccc4n23)C(=O)c5ccccc5
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1258611,4.14,CN(C)c1ccc(cc1Br)c2nnc3c(nc4ccccc4n23)C(=O)c5ccccc5
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1256153,4.02,C(c1ccccc1)c2nc3ccccc3n4cnnc24
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1269720,4.25,NCc1cn(nn1)c2ccc(cc2)C(=O)O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1269721,4.21,NCc1cn(nn1)c2cccc(c2)C(=O)O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1272000,4.28,CC(=CCOc1ccc(C2=NN(C(C2)c3ccccc3)C(=S)N)c(O)c1)C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1271892,4.22,COc1ccc(cc1)C2CC(=NN2C(=O)C)c3ccc(OCC=C(C)C)cc3O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1642681,4.24,Cl.Nc1ccc(CCc2ccccc2)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1642682,4.3,Cl.Nc1cccc(CCc2ccccc2)c1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1642683,4.22,Nc1cccc(Oc2ccccc2)c1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1766622,4.23,O=C1C(Cc2ccccc2)COc3ccccc13
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1796443,4.22,COc1ccc(NC(=S)N2N=C(CC2c3ccccc3O)c4ccccc4)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1796444,4.16,Cc1ccc(NC(=S)N2N=C(CC2c3ccccc3O)c4ccccc4)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1796447,4.22,COc1ccccc1NC(=S)N2N=C(CC2c3ccccc3O)c4ccccc4
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1777847,4.51,Oc1cc(Br)cc2C=C(C(=O)Oc12)c3ccccc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1796807,4.13,Oc1cc(Br)cc2C=C(C(=O)c3ccccc3)C(=O)Oc12
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1814073,4.42,CCCNC(=O)C1=COc2ccccc2C1=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1814055,4.38,Oc1ccc(NC(=O)C2=CC(=O)c3ccccc3O2)cc1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1823808,4.5,COc1cc(\C=C/2\SC(=S)NC2=O)c(OC)cc1O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1814648,4.25,OC(=O)c1ccc(cc1)\N=C/2\SC(=O)NC2=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1821748,4.44,CN1C(=S)S\C(=C\c2ccc(Cl)cc2)\C1=O
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1823533,4.13,COc1ccc(cc1)C2OC(=NN2C(=O)C)c3ccc(C)cc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1391898,4.18,CC(=O)N1N=C(OC1c2ccc(C)cc2)c3ccc(C)cc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1823530,4.33,CN(C)c1ccc(cc1)C2OC(=NN2C(=O)C)c3ccncc3
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1830137,4.48,O=C(C\C=C\c1ccccc1)Nc2ccccc2
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1830138,4.32,Cc1cccc(NC(=O)C\C=C\c2ccccc2)c1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL1830140,4.51,Brc1cccc(NC(=O)C\C=C\c2ccccc2)c1
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL8706,4.21,CN(CCCOc1ccc(Cl)cc1Cl)CC#C
CHEMBL2039,Homo sapiens,Monoamine oxidase B,CHEMBL256699,4.34,CCOC(=O)C1=Cc2ccc(cc2OC1=O)N(CC)CC
